date,season,matchtype,matchno,elapsed_time,overtime_level,overtime_gametime,second_overtime_gametime,teamA_name,teamA_score,teamB_name,teamB_score,qpd,teamA_rt_snitch,teamB_rt_snitch,teamA_ot_snitch,teamB_ot_snitch,teamA_sd_snitch,teamB_sd_snitch,elapsed_time2,head_ref,snitch
9/15/2013,2014,0,1,0:00:00,0,,0,Alfred University Saxons,100,SUNY Geneseo,70,0,1,0,0,0,0,0,0:00:00,,
9/15/2013,2014,0,2,0:00:00,0,,0,Syracuse University Quidditch Club,70,SUNY Geneseo,50,-10,1,0,0,0,0,0,0:00:00,,
9/15/2013,2014,0,3,0:00:00,0,,0,Alfred University Saxons,70,Syracuse University Quidditch Club,50,-10,1,0,0,0,0,0,0:00:00,,
9/21/2013,2014,0,4,21:09:00,0,,0,RIT Dark Marks,60,Canada's Finest Quidditch Club,20,10,1,0,0,0,0,0,21:09:00,,
9/21/2013,2014,0,5,17:14:00,0,,0,Syracuse University Quidditch Club,50,Canada's Finest Quidditch Club,30,-10,1,0,0,0,0,0,17:14:00,,
9/21/2013,2014,0,6,12:44:00,0,,0,University of Rochester Thestrals,110,Canada's Finest Quidditch Club,10,70,1,0,0,0,0,0,12:44:00,,
9/21/2013,2014,0,7,15:27:00,0,,0,Mizzou Quidditch,90,Illinois State University Firebirds,50,10,1,0,0,0,0,0,15:27:00,,
9/21/2013,2014,0,8,11:09:00,0,,0,Tennessee Tech Quidditch,80,Illinois State University Firebirds,20,30,1,0,0,0,0,0,11:09:00,,
9/21/2013,2014,0,9,16:19:00,0,,0,Tennessee Tech Quidditch,130,Mizzou Quidditch,60,40,1,0,0,0,0,0,16:19:00,,
9/21/2013,2014,0,10,17:16:00,0,,0,University of Rochester Thestrals,90,RIT Dark Marks,30,30,1,0,0,0,0,0,17:16:00,,
9/21/2013,2014,0,11,11:30:00,0,,0,Cal Quidditch,60,Silicon Valley Skrewts,10,20,1,0,0,0,0,0,11:30:00,,
9/21/2013,2014,0,12,15:57:00,0,,0,Cal Quidditch,170,Skyfighters Quidditch Club,0,140,1,0,0,0,0,0,15:57:00,,
9/21/2013,2014,0,13,14:52:00,0,,0,RIT Dark Marks,170,SUNY Cortland Red Dragons,0,140,1,0,0,0,0,0,14:52:00,,
9/21/2013,2014,0,14,17:22:00,0,,0,SUNY Geneseo,70,SUNY Cortland Red Dragons,30,70,0,1,0,0,0,0,17:22:00,,
9/21/2013,2014,0,15,18:10:00,0,,0,Syracuse University Quidditch Club,130,SUNY Cortland Red Dragons,20,80,1,0,0,0,0,0,18:10:00,,
9/21/2013,2014,0,16,16:58:00,0,,0,University of Rochester Thestrals,220,SUNY Cortland Red Dragons,0,190,1,0,0,0,0,0,16:58:00,,
9/21/2013,2014,0,17,19:15:00,0,,0,Canada's Finest Quidditch Club,70,SUNY Geneseo,40,0,1,0,0,0,0,0,19:15:00,,
9/21/2013,2014,0,18,13:09:00,0,,0,RIT Dark Marks,50,SUNY Geneseo,40,40,0,1,0,0,0,0,13:09:00,,
9/21/2013,2014,0,19,19:36:00,0,,0,SUNY Geneseo,100,Syracuse University Quidditch Club,10,60,1,0,0,0,0,0,19:36:00,,
9/21/2013,2014,0,20,1:30:00,0,,0,University of Rochester Thestrals,200,Syracuse University Quidditch Club,10,160,1,0,0,0,0,0,1:30:00,,
9/21/2013,2014,0,21,16:10:00,0,,0,Southern Illinois University Quidditch,60,Tennessee Tech Quidditch,50,-20,1,0,0,0,0,0,16:10:00,,
9/28/2013,2014,0,22,0:00:00,0,,0,Ohio State Quidditch,60,Ball State Cardinals,50,-20,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,23,0:00:00,0,,0,Crimson Fliers,280,Boggarts Quidditch Club at Colorado State University,10,240,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,24,19:20:00,0,,0,Emerson College Quidditch,190,Brandeis Quidditch,20,140,1,0,0,0,0,0,19:20:00,,
9/28/2013,2014,0,25,18:34:00,0,,0,Quidditch Club Boston,140,Brandeis Quidditch,10,100,1,0,0,0,0,0,18:34:00,,
9/28/2013,2014,0,26,7:32:00,0,,0,Florida's Finest,170,Central Florida Quidditch,40,100,1,0,0,0,0,0,7:32:00,Eric Schnier,Brian Bae
9/28/2013,2014,0,27,16:59:00,0,,0,Boston University Quidditch,210,Clark University Quidditch,30,210,0,1,0,0,0,0,16:59:00,,
9/28/2013,2014,0,28,16:41:00,0,,0,New York Badassilisks,100,Clark University Quidditch,10,60,1,0,0,0,0,0,16:41:00,,
9/28/2013,2014,0,29,3:22:00,0,,0,University of South Florida Quidditch,60,Eastern Florida State College Titans,30,0,1,0,0,0,0,0,3:22:00,Nick Zakoske,Tyler Walsh
9/28/2013,2014,0,30,11:56:00,0,,0,Boston University Quidditch,70,Emerson College Quidditch,30,10,1,0,0,0,0,0,11:56:00,,
9/28/2013,2014,0,31,0:00:00,0,,0,Ohio University Quidditch Club,80,Falcon Warriors Quidditch Club,30,-10,1,0,1,0,0,0,0:00:00,,
9/28/2013,2014,0,32,3:36:00,0,,0,Central Florida Quidditch,70,Florida Gulf Coast Quidditch,60,40,0,1,0,0,0,0,3:36:00,Eric Schnier,
9/28/2013,2014,0,33,3:00:00,0,,0,Eastern Florida State College Titans,40,Florida State University,80,-10,0,1,0,0,0,0,3:00:00,Alex Clark,Blain Falone
9/28/2013,2014,0,34,4:19:00,0,,0,Florida's Finest,120,Florida State University,50,40,1,0,0,0,0,0,4:19:00,Brian Nackasha,David Moyer
9/28/2013,2014,0,35,17:53:00,0,,0,Emerson College Quidditch,150,McGill University Quidditch,40,80,1,0,0,0,0,0,17:53:00,,
9/28/2013,2014,0,36,0:00:00,0,,0,Bowling Green State University,150,Miami University,90,90,0,1,0,0,0,0,0:00:00,,
9/28/2013,2014,0,37,0:00:00,0,,0,Tennessee Tech Quidditch,250,MTSU Threstrals,10,210,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,38,17:12:00,0,,0,McGill University Quidditch,150,New Haven Nightmares,30,90,1,0,0,0,0,0,17:12:00,,
9/28/2013,2014,0,39,16:55:00,0,,0,Tufts University Tufflepuffs,180,New Haven Nightmares,20,130,1,0,0,0,0,0,16:55:00,,
9/28/2013,2014,0,40,18:43:00,0,,0,Boston University Quidditch,140,New York Badassilisks,50,120,0,1,0,0,0,0,18:43:00,,
9/28/2013,2014,0,41,0:00:00,0,,0,Ball State Cardinals,140,Ohio University Quidditch Club,0,110,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,42,0:00:00,0,,0,Bowling Green State University,140,Ohio University Quidditch Club,0,110,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,43,0:00:00,0,,0,Ohio State Quidditch,140,Ohio University Quidditch Club,0,110,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,44,14:21:00,0,,0,Boston University Quidditch,120,Quidditch Club Boston,30,60,1,0,0,0,0,0,14:21:00,,
9/28/2013,2014,0,45,14:45:00,0,,0,Emerson College Quidditch,70,Quidditch Club Boston,30,10,1,0,0,0,0,0,14:45:00,,
9/28/2013,2014,0,46,2:29:00,0,,0,Central Florida Quidditch,40,Ringling College of Art and Design,60,10,0,1,0,0,0,0,2:29:00,Tim Derrick,
9/28/2013,2014,0,47,4:14:00,1,,0,Florida Gulf Coast Quidditch,60,Ringling College of Art and Design,100,20,0,1,0,1,0,0,4:14:00,Brian Nackasha,Matthew Weber
9/28/2013,2014,0,48,1:20:00,0,,0,Florida's Finest,110,Ringling College of Art and Design,20,60,1,0,0,0,0,0,1:20:00,Eric Schnier,
9/28/2013,2014,0,49,2:34:00,0,,0,University of Florida Quidditch,110,Rollins College,40,100,0,1,0,0,0,0,2:34:00,Brian Nackasha,Sean Beloff
9/28/2013,2014,0,50,11:03:00,0,,0,University of Miami,100,Rollins College,10,60,1,0,0,0,0,0,11:03:00,Tim Derric,
9/28/2013,2014,0,51,0:00:00,1,,0,Syracuse University Quidditch Club,130,RPI Quidditch,110,-40,1,0,1,0,0,0,0:00:00,,
9/28/2013,2014,0,52,0:00:00,0,,0,University of Rochester Thestrals,100,RPI Quidditch,20,50,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,53,0:00:00,0,,0,University of Northern Colorado,60,Sin City Quid Pro Quo,80,10,0,1,0,0,0,0,0:00:00,,
9/28/2013,2014,0,54,0:00:00,0,,0,RPI Quidditch,50,Skidmore Quidditch,20,0,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,55,0:00:00,0,,0,Syracuse University Quidditch Club,80,Skidmore Quidditch,50,0,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,56,0:00:00,0,,0,University of Rochester Thestrals,100,Skidmore Quidditch,50,80,0,1,0,0,0,0,0:00:00,,
9/28/2013,2014,0,57,0:00:00,0,,0,University of Rochester Thestrals,170,SUNY Cortland Red Dragons,0,140,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,58,16:11:00,0,,0,McGill University Quidditch,100,Tufts University Tufflepuffs,70,0,1,0,0,0,0,0,16:11:00,,
9/28/2013,2014,0,59,10:52:00,0,,0,Florida's Finest,80,University of Florida Quidditch,30,20,1,0,0,0,0,0,10:52:00,Eric Schnier,
9/28/2013,2014,0,60,10:51:00,0,,0,University of South Florida Quidditch,50,University of Florida Quidditch,90,-10,0,1,0,0,0,0,10:51:00,Alex Clark,
9/28/2013,2014,0,61,14:15:00,0,,0,Boston University Quidditch,150,University of Massachusetts Amherst Sillynannies,0,120,1,0,0,0,0,0,14:15:00,,
9/28/2013,2014,0,62,13:30:00,0,,0,Clark University Quidditch,80,University of Massachusetts Amherst Sillynannies,60,-10,1,0,0,0,0,0,13:30:00,,
9/28/2013,2014,0,63,12:23:00,1,,0,New York Badassilisks,90,University of Massachusetts Amherst Sillynannies,50,-20,1,0,1,0,0,0,12:23:00,,
9/28/2013,2014,0,64,1:00:00,0,,0,University of Florida Quidditch,80,University of Miami,70,-20,1,0,0,0,0,0,1:00:00,Alex Clark,Allick Jorgensen
9/28/2013,2014,0,65,0:00:00,0,,0,Boggarts Quidditch Club at Colorado State University,50,University of Northern Colorado,170,-150,1,0,0,0,0,0,0:00:00,,
9/28/2013,2014,0,66,0:00:00,0,,0,Crimson Fliers,70,University of Northern Colorado,100,0,0,1,0,0,0,0,0:00:00,,
9/28/2013,2014,0,67,0:00:00,0,,0,Sin City Quid Pro Quo,70,University of Northern Colorado,180,-80,0,1,0,0,0,0,0:00:00,,
9/28/2013,2014,0,68,5:32:00,0,,0,Florida State University,50,University of South Florida Quidditch,60,20,0,1,0,0,0,0,5:32:00,Brian Nackasha,Stephen Nettles
10/5/2013,2014,0,69,0:00:43,0,,0,SUNY Geneseo,150,Alfred University Saxons,50,70,1,0,0,0,0,0,0:00:43,,
10/5/2013,2014,0,70,0:00:00,0,,0,Mizzou Quidditch,120,Arkansas Tech Quidditch Club,10,80,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,71,0:00:00,0,,0,UAFS Lions Quidditch,60,Arkansas Tech Quidditch Club,40,50,0,1,0,0,0,0,0:00:00,,
10/5/2013,2014,0,72,0:00:00,0,,0,Maryland Quidditch,170,Ball State Cardinals,70,70,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,73,0:00:00,0,,0,Penn State University Nittany Lions,160,Ball State Cardinals,30,100,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,74,13:27:00,0,,0,Emerson College Quidditch,80,Boston University Quidditch,70,-20,1,0,0,0,0,0,13:27:00,,
10/5/2013,2014,0,75,13:14:00,0,,0,Emerson College Quidditch,80,Boston University Quidditch,50,0,1,0,0,0,0,0,13:14:00,,
10/5/2013,2014,0,76,0:00:00,0,,0,Gee-Gees Quidditch,110,Canada's Finest Quidditch Club,20,60,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,77,0:00:00,0,,0,NYDC Capitalists,190,Canada's Finest Quidditch Club,20,140,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,78,0:00:00,0,,0,NYDC Capitalists,160,Canada's Finest Quidditch Club,20,110,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,79,0:00:00,0,,0,Club de Quidditch de l'UniversitÃƒÂ© de MontrÃƒÂ©al,60,Carleton Conspiracy Quidditch,20,10,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,80,0:00:00,0,,0,McGill University Quidditch,140,Carleton Conspiracy Quidditch,0,110,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,81,0:00:00,0,,0,Ottawa Maple Rush,160,Carleton Conspiracy Quidditch,10,120,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,82,0:00:00,0,,0,McGill University Quidditch,80,Carleton University Quidditch,70,-20,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,83,0:00:00,0,,0,Carleton University Quidditch,100,Club de Quidditch de l'UniversitÃƒÂ© de MontrÃƒÂ©al,0,70,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,84,0:00:00,0,,0,Queen's Quidditch Club,100,Club de Quidditch de l'UniversitÃƒÂ© de MontrÃƒÂ©al,0,70,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,85,12:35:00,0,,0,Boston University Quidditch,110,Emerson College Quidditch,60,20,1,0,0,0,0,0,12:35:00,,
10/5/2013,2014,0,86,0:00:00,1,,0,NYDC Capitalists,120,Gee-Gees Quidditch,100,20,0,1,1,0,0,0,0:00:00,,
10/5/2013,2014,0,87,0:00:00,0,,0,NYDC Capitalists,120,Gee-Gees Quidditch,30,60,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,88,0:00:00,0,,0,Maryland Quidditch,160,Hopkins Hallows,40,90,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,89,0:00:00,0,,0,RIT Dark Marks,80,Hopkins Hallows,40,10,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,90,0:00:00,0,,0,Hopkins Hallows,120,Lock Haven University Quidditch,60,90,0,1,0,0,0,0,0:00:00,,
10/5/2013,2014,0,91,0:00:00,0,,0,Maryland Quidditch,120,Lock Haven University Quidditch,0,90,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,92,0:00:00,0,,0,RIT Dark Marks,90,Lock Haven University Quidditch,20,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,93,0:00:00,0,,0,NYDC Capitalists,160,McGill University Quidditch,100,30,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,94,0:00:00,0,,0,Oklahoma State University,100,Mizzou Quidditch,40,30,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,95,0:00:00,0,,0,Ball State Cardinals,230,New York Quidditch Club,80,120,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,96,0:00:00,1,,0,Quidditch Club of Pittsburgh,100,New York Quidditch Club,80,20,0,1,1,0,0,0,0:00:00,,
10/5/2013,2014,0,97,0:00:00,0,,0,University of Arkansas Quidditch Club,130,Oklahoma Baptist University,10,90,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,98,0:00:00,0,,0,Gee-Gees Quidditch,170,Ottawa Maple Rush,50,90,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,99,0:00:00,0,,0,McGill University Quidditch,80,Ottawa Maple Rush,60,-10,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,100,0:00:00,0,,0,Maryland Quidditch,120,Penn State University Nittany Lions,50,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,101,0:00:00,0,,0,New York Quidditch Club,90,Penn State University Nittany Lions,80,-20,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,102,0:00:00,0,,0,Ball State Cardinals,110,Quidditch Club of Pittsburgh,50,30,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,103,0:00:00,0,,0,Penn State University Nittany Lions,130,Quidditch Club of Pittsburgh,50,50,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,104,0:00:00,0,,0,Carleton University Quidditch,110,Queen's Quidditch Club,40,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,105,0:00:00,0,,0,Carleton University Quidditch,140,Queen's Quidditch Club,0,110,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,106,0:00:00,0,,0,Richmond Quidditch,80,Virginia Quidditch Club,10,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,107,0:00:00,0,,0,Maryland Quidditch,120,RIT Dark Marks,30,60,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,108,0:00:00,0,,0,Penn State University Nittany Lions,110,RIT Dark Marks,40,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,109,0:00:00,0,,0,Oklahoma Baptist University,70,UAFS Lions Quidditch,40,0,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,110,0:00:00,0,,0,University of Arkansas Quidditch Club,120,UAFS Lions Quidditch,30,60,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,111,0:00:00,0,,0,Richmond Quidditch,80,Virginia Tech,0,50,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,112,0:00:00,0,,0,Virginia Quidditch Club,80,Wizengamot Quidditch at VCU,10,40,1,0,0,0,0,0,0:00:00,,
10/5/2013,2014,0,113,0:00:00,0,,0,Richmond Quidditch,120,Wizengamot Quidditch at VCU,50,100,0,1,0,0,0,0,0:00:00,,
10/6/2013,2014,0,114,19:30:00,0,,0,Steel City Quidditch Club,160,Carnegie Mellon Quidditch Club,50,140,0,1,0,0,0,0,19:30:00,,
10/6/2013,2014,0,115,19:31:00,0,,0,Carnegie Mellon Quidditch Club,150,Grove City Legion of Broom,10,110,1,0,0,0,0,0,19:31:00,,
10/6/2013,2014,0,116,19:24:00,0,,0,Steel City Quidditch Club,150,Grove City Legion of Broom,40,80,1,0,0,0,0,0,19:24:00,,
10/6/2013,2014,0,117,0:00:00,0,,0,Crimson Warhawks,60,Mizzou Quidditch,50,-20,1,0,0,0,0,0,0:00:00,,
10/6/2013,2014,0,118,0:00:00,0,,0,Kansas Quidditch,80,Mizzou Quidditch,30,20,1,0,0,0,0,0,0:00:00,,
10/6/2013,2014,0,119,18:45:00,0,,0,Carnegie Mellon Quidditch Club,100,West Virginia Mountaineers,20,50,1,0,0,0,0,0,18:45:00,,
10/6/2013,2014,0,120,19:50:00,0,,0,Grove City Legion of Broom,110,West Virginia Mountaineers,20,60,1,0,0,0,0,0,19:50:00,,
10/6/2013,2014,0,121,22:16:00,0,,0,Steel City Quidditch Club,210,West Virginia Mountaineers,0,180,1,0,0,0,0,0,22:16:00,,
10/12/2013,2014,0,122,20:00:00,0,,0,Northern Arizona University Narwhals,50,Arizona State University,130,-50,0,1,0,0,0,0,20:00:00,,
10/12/2013,2014,0,123,18:00:00,0,,0,Northern Arizona University Narwhals,60,Arizona State University,90,0,0,1,0,0,0,0,18:00:00,,
10/12/2013,2014,0,124,20:01:00,0,,0,The Lost Boys,220,Arizona State University,30,160,1,0,0,0,0,0,20:01:00,,
10/12/2013,2014,0,125,4:04:00,0,,0,Eastern Florida State College Titans,80,Central Florida Quidditch,60,50,0,1,0,0,0,0,4:04:00,Nick Zakoske,Stephen Nettles
10/12/2013,2014,0,126,6:08:00,0,,0,University of South Florida Quidditch,60,Central Florida Quidditch,10,20,1,0,0,0,0,0,6:08:00,Nick Zakoske,Eric Pagoada
10/12/2013,2014,0,127,5:14:00,0,,0,Central Florida Quidditch,30,Eastern Florida State College Titans,90,-90,1,0,0,0,0,0,5:14:00,Nick Zakoske,Eric Pagoada
10/12/2013,2014,0,128,4:06:00,0,,0,Florida Gulf Coast Quidditch,80,Eastern Florida State College Titans,90,20,0,1,0,0,0,0,4:06:00,Nick Zakoske,David Moyer
10/12/2013,2014,0,129,4:05:00,0,,0,Florida's Finest,150,Eastern Florida State College Titans,20,100,1,0,0,0,0,0,4:05:00,Nick Zakoske,David Moyer
10/12/2013,2014,0,130,5:24:00,0,,0,University of Miami,110,Eastern Florida State College Titans,40,100,0,1,0,0,0,0,5:24:00,Nick Zakoske,
10/12/2013,2014,0,131,16:06:00,0,,0,Ball State Cardinals,140,Eastern Michigan Quidditch,20,90,1,0,0,0,0,0,16:06:00,,
10/12/2013,2014,0,132,17:48:00,0,,0,Marquette University Quidditch,90,Eastern Michigan Quidditch,40,20,1,0,0,0,0,0,17:48:00,,
10/12/2013,2014,0,133,7:40:00,0,,0,University of Miami,170,Florida's Finest,80,60,1,0,0,0,0,0,7:40:00,Nick Zakoske,
10/12/2013,2014,0,134,15:00:00,0,,0,Marquette University Quidditch,50,Indiana University South Bend Titans,30,50,0,1,0,0,0,0,15:00:00,,
10/12/2013,2014,0,135,22:55:00,0,,0,Michigan State Quidditch,200,Indiana University South Bend Titans,20,150,1,0,0,0,0,0,22:55:00,,
10/12/2013,2014,0,136,19:06:00,0,,0,Toledo Quidditch,200,Indiana University South Bend Titans,60,110,1,0,0,0,0,0,19:06:00,,
10/12/2013,2014,0,137,23:53:00,0,,0,Ball State Cardinals,120,Marquette University Quidditch,60,30,1,0,0,0,0,0,23:53:00,,
10/12/2013,2014,0,138,21:21:00,0,,0,Ball State Cardinals,100,Michigan Quidditch Team,70,0,1,0,0,0,0,0,21:21:00,,
10/12/2013,2014,0,139,1:38:00,0,,0,Ball State Cardinals,160,Michigan State Quidditch,90,40,1,0,0,0,0,0,1:38:00,,
10/12/2013,2014,0,140,13:20:00,0,,0,Michigan Quidditch Team,80,Mizzou Quidditch,50,0,1,0,0,0,0,0,13:20:00,,
10/12/2013,2014,0,141,1:38:00,0,,0,Sin City Quid Pro Quo,80,Northern Arizona University Narwhals,220,-170,1,0,0,0,0,0,1:38:00,,
10/12/2013,2014,0,142,22:45:00,0,,0,Arizona State University,140,Sin City Quid Pro Quo,30,80,1,0,0,0,0,0,22:45:00,,
10/12/2013,2014,0,143,18:22:00,0,,0,University of Arizona Quidditch,100,Sin City Quid Pro Quo,90,-20,1,0,0,0,0,0,18:22:00,,
10/12/2013,2014,0,144,22:55:00,0,,0,Arizona State University,30,The Lost Boys,160,-100,0,1,0,0,0,0,22:55:00,,
10/12/2013,2014,0,145,5:30:00,0,,0,Northern Arizona University Narwhals,120,The Lost Boys,180,-30,0,1,0,0,0,0,5:30:00,,
10/12/2013,2014,0,146,17:40:00,0,,0,Sin City Quid Pro Quo,10,The Lost Boys,160,-120,0,1,0,0,0,0,17:40:00,,
10/12/2013,2014,0,147,18:00:00,0,,0,University of Arizona Quidditch,0,The Lost Boys,210,-180,0,1,0,0,0,0,18:00:00,,
10/12/2013,2014,0,148,11:22:00,0,,0,University of Arizona Quidditch,30,The Lost Boys,110,-110,1,0,0,0,0,0,11:22:00,,
10/12/2013,2014,0,149,18:44:00,0,,0,Ball State Cardinals,90,Toledo Quidditch,60,60,0,1,0,0,0,0,18:44:00,,
10/12/2013,2014,0,150,22:00:00,0,,0,Michigan State Quidditch,220,Toledo Quidditch,70,120,1,0,0,0,0,0,22:00:00,,
10/12/2013,2014,0,151,18:38:00,0,,0,Arizona State University,170,University of Arizona Quidditch,10,130,1,0,0,0,0,0,18:38:00,,
10/12/2013,2014,0,152,13:28:00,0,,0,Northern Arizona University Narwhals,160,University of Arizona Quidditch,20,110,1,0,0,0,0,0,13:28:00,,
10/12/2013,2014,0,153,3:39:00,0,,0,Central Florida Quidditch,10,University of Miami,120,-80,0,1,0,0,0,0,3:39:00,Nick Zakoske,Matt Weber
10/12/2013,2014,0,154,3:18:00,0,,0,Florida Gulf Coast Quidditch,10,University of Miami,90,-50,0,1,0,0,0,0,3:18:00,Nick Zakoske,Stephen Nettles
10/12/2013,2014,0,155,5:22:00,0,,0,Florida's Finest,90,University of Miami,70,-10,1,0,0,0,0,0,5:22:00,Nick Zakoske,
10/12/2013,2014,0,156,5:17:00,1,,0,Florida Gulf Coast Quidditch,70,University of South Florida Quidditch,90,-20,1,0,0,1,0,0,5:17:00,Nick Zakoske,Stephen Nettles
10/12/2013,2014,0,157,4:21:00,0,,0,Florida's Finest,90,University of South Florida Quidditch,40,20,1,0,0,0,0,0,4:21:00,Nick Zakoske,Stephen Nettles
10/12/2013,2014,0,158,5:40:00,0,,0,Florida's Finest,130,University of South Florida Quidditch,30,70,1,0,0,0,0,0,5:40:00,Nick Zakoske,Stephen Nettles
10/19/2013,2014,0,159,0:00:00,0,,0,Canada's Finest Quidditch Club,90,Alfred University Saxons,30,30,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,160,0:00:00,0,,0,McGill University Quidditch,90,Alfred University Saxons,0,60,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,161,3:50:00,0,,0,Lone Star Quidditch Club,170,Austin Quidditch,20,120,1,0,0,0,0,0,3:50:00,,
10/19/2013,2014,0,162,1:49:00,0,,0,Texas A&M Quidditch,140,Austin Quidditch,30,80,1,0,0,0,0,0,1:49:00,,
10/19/2013,2014,0,163,0:00:00,0,,0,Ohio State Quidditch,180,Ball State Cardinals,100,50,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,164,0:00:00,0,,0,Ohio State Quidditch,160,Bowling Green State University,100,30,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,165,16:25:00,0,,0,The Long Beach Funky Quaffles,100,Cal Quidditch,80,-10,1,0,0,0,0,0,16:25:00,,
10/19/2013,2014,0,166,14:44:00,0,,0,The Lost Boys,230,Cal Quidditch,0,200,1,0,0,0,0,0,14:44:00,,
10/19/2013,2014,0,167,23:30:00,0,,0,University of California Los Angeles,140,Cal Quidditch,70,100,0,1,0,0,0,0,23:30:00,,
10/19/2013,2014,0,168,22:57:00,0,,0,University of Southern California,180,Cal Quidditch,10,140,1,0,0,0,0,0,22:57:00,,
10/19/2013,2014,0,169,0:00:00,1,,0,Guelph Quidditch,120,Canada's Finest Quidditch Club,80,-20,1,0,1,0,0,0,0:00:00,,
10/19/2013,2014,0,170,13:36:00,0,,0,Oklahoma Baptist University,50,Crimson Warhawks,30,-10,1,0,0,0,0,0,13:36:00,,
10/19/2013,2014,0,171,9:00:00,0,,0,University of Arkansas Quidditch Club,120,Crimson Warhawks,0,90,1,0,0,0,0,0,9:00:00,,
10/19/2013,2014,0,172,19:42:00,0,,0,Wichita State University,110,Crimson Warhawks,90,-10,1,0,0,0,0,0,19:42:00,,
10/19/2013,2014,0,173,0:00:00,0,,0,Ohio State Quidditch,80,Eastern Michigan Quidditch,40,70,0,1,0,0,0,0,0:00:00,,
10/19/2013,2014,0,174,0:00:00,0,,0,Central Michigan Quidditch,110,Eastern Michigan Quidditch,0,80,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,175,15:58:00,0,,0,Tufts University Tufflepuffs,100,Emerson College Quidditch,30,40,1,0,0,0,0,0,15:58:00,,
10/19/2013,2014,0,176,0:00:00,0,,0,Miami University,90,Falcon Warriors Quidditch Club,20,40,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,177,0:00:00,0,,0,Central Michigan Quidditch,210,Falcon Warriors Quidditch Club,10,170,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,178,0:00:00,0,,0,Tennessee Tech Quidditch,140,Falcon Warriors Quidditch Club,10,100,1,0,0,0,0,0,0:00:00,,
10/19/2013,2014,0,179,1:52:00,0,,0,Lone Star Quidditch Club,90,Florida State University,40,80,0,1,0,0,0,0,1:52:00,,
10/19/2013,2014,0,180,12:30:00,0,,0,Louisiana State University,60,Florida State University,10,20,1,0,0,0,0,0,12:30:00,,
10/19/2013,2014,0,181,12:22:00,0,,0,Texas Quidditch,70,Florida State University,30,70,0,1,0,0,0,0,12:22:00,,
