date,season,matchtype,matchno,elapsed_time,overtime_level,overtime_gametime,second_overtime_gametime,teamA_name,teamA_score,teamB_name,teamB_score,qpd,teamA_rt_snitch,teamB_rt_snitch,teamA_ot_snitch,teamB_ot_snitch,teamA_sd_snitch,teamB_sd_snitch,elapsed_time2,head_ref,snitch
11/1/2015,2016,1,3199,0:28:13,0,,0,Hofstra University Flying Dutchmen,30,Emerson College Quidditch,140,-80,0,1,0,0,0,0,0:28:13,Alex Scheer,Ricky Nelson
11/1/2015,2016,1,3200,0:19:09,0,,0,RPI Quidditch,140,Emerson College Quidditch,10,100,1,0,0,0,0,0,0:19:09,Adam Kwestel,Matt Zeltzer
11/1/2015,2016,1,3201,0:21:48,0,,0,University of Rochester Thestrals,60,Emerson College Quidditch,80,10,0,1,0,0,0,0,0:21:48,Erin Mallory,Chris Champitto
11/1/2015,2016,1,3202,0:21:40,0,,0,Hofstra University Flying Dutchmen,150,Harvard Horntails,50,70,1,0,0,0,0,0,0:21:40,Ricky Nelson,Michael Mosley
11/1/2015,2016,1,3203,0:18:25,0,,0,Rochester United,200,Harvard Horntails,20,150,1,0,0,0,0,0,0:18:25,Brian Nackasha,Shane Peetchatka
11/1/2015,2016,1,3204,0:20:35,0,,0,SUNY Geneseo,60,Harvard Horntails,90,0,0,1,0,0,0,0,0:20:35,Ben Mertens,Chris Champitto
11/1/2015,2016,1,3205,0:18:59,0,,0,Stony Brook Quidditch,50,Hofstra University Flying Dutchmen,110,-90,1,0,0,0,0,0,0:18:59,Dylan Meyer,Ricky Nelson
11/1/2015,2016,1,3206,0:20:08,0,,0,New York Quidditch Club,120,Macaulay Honors College Marauders,70,80,0,1,0,0,0,0,0:20:08,Erin Mallory,Ben Stonish
11/1/2015,2016,1,3207,0:19:23,0,,0,Syracuse University Quidditch Club,80,Macaulay Honors College Marauders,50,0,1,0,0,0,0,0,0:19:23,Jayke Archibald,Mike Pascutoi
11/1/2015,2016,1,3208,0:18:35,0,,0,Rochester United,110,New York Quidditch Club,50,90,0,1,0,0,0,0,0:18:35,Michael Clark-Polner,Michael Mosley
11/1/2015,2016,1,3209,0:19:32,0,,0,Rochester United,40,Quidditch Club Boston,130,-60,0,1,0,0,0,0,0:19:32,Alex Amodol,Chris Champitto
11/1/2015,2016,1,3210,0:20:46,0,,0,Rochester United,80,RIT Dark Marks,40,70,0,1,0,0,0,0,0:20:46,Michael Clark-Polner,Laurence Solner
11/1/2015,2016,1,3211,0:21:45,1,0:05:00,0,Brandeis Quidditch,100,Stony Brook Quidditch,110,20,0,1,0,0,0,0,0:21:45,Ricky Nelson,Cody
11/1/2015,2016,1,3212,0:20:13,0,,0,Quidditch Club Boston,270,Stony Brook Quidditch,0,240,1,0,0,0,0,0,0:20:13,Alex Scheer,Matthew Niederberger
11/1/2015,2016,1,3213,0:18:58,0,,0,University of Massachusetts Amherst,60,Stony Brook Quidditch,70,20,0,1,0,0,0,0,0:18:58,Jeff Sherman,Alex Scheer
11/1/2015,2016,1,3214,0:19:28,0,,0,Stony Brook Quidditch,40,Syracuse University Quidditch Club,80,-10,0,1,0,0,0,0,0:19:28,Clay Dockery,Matthew Niederberger
11/1/2015,2016,1,3215,0:20:25,0,,0,Macaulay Honors College Marauders,130,The Rogues,20,80,1,0,0,0,0,0,0:20:25,Erin Mallory,Devin Sandon
11/1/2015,2016,1,3216,0:23:02,0,,0,Hofstra University Flying Dutchmen,50,The Warriors,130,-50,0,1,0,0,0,0,0:23:02,Alex Scheer,Chris Champitto
11/1/2015,2016,1,3217,0:19:06,0,,0,Quidditch Club Boston,160,The Warriors,20,110,1,0,0,0,0,0,0:19:06,Dylan Meyer,Michael Mosley
11/1/2015,2016,1,3218,0:20:38,0,,0,Quidditch Club Boston,140,Tufts University Tufflepuffs,50,60,1,0,0,0,0,0,0:20:38,Clay Dockery,Matthew Niederberger
11/1/2015,2016,1,3219,0:27:44,0,,0,RPI Quidditch,140,Tufts University Tufflepuffs,160,10,0,1,0,0,0,0,0:27:44,Brian Nackasha,Guntis Rutino
11/1/2015,2016,1,3220,0:21:25,0,,0,University of Rochester Thestrals,50,Tufts University Tufflepuffs,120,-40,0,1,0,0,0,0,0:21:25,Dylan Meyer,Victor Meltzer
11/7/2015,2016,0,3221,0:19:36,0,,0,Tufts University Tufflepuffs,160,Brandeis Quidditch,80,110,0,1,0,0,0,0,0:19:36,Jayke Archibald,Josh Friedman
11/7/2015,2016,0,3222,0:19:09,0,,0,Tufts University Tufflepuffs,190,Brandeis Quidditch,40,120,1,0,0,0,0,0,0:19:09,Curtis Stoychoff,Josh Friedman
11/7/2015,2016,0,3223,0:22:04,0,,0,Tufts University Tufflepuffs,170,Brandeis Quidditch,30,110,1,0,0,0,0,0,0:22:04,Curtis Stoychoff,Drew Bushnell
11/7/2015,2016,1,3224,0:22:43,0,,0,Bowling Green State University,210,Carnegie Mellon Quidditch Club,30,150,1,0,0,0,0,0,0:22:43,David Hoops (OSU),Rick Wasser (MQ)
11/7/2015,2016,1,3225,0:19:17,0,,0,Michigan State Quidditch,180,Carnegie Mellon Quidditch Club,30,120,1,0,0,0,0,0,0:19:17,Alex Scheer (LET),Dylan Schepers (MQ)
11/7/2015,2016,1,3226,0:19:55,0,,0,Wooster Scottish Nationals,190,Carnegie Mellon Quidditch Club,10,150,1,0,0,0,0,0,0:19:55,Matthew Dwyer (LET),Alex Buening (FW)
11/7/2015,2016,1,3227,0:19:02,0,,0,Ball State Cardinals,120,Central Michigan Quidditch,40,50,1,0,0,0,0,0,0:19:02,Daniel Daugherty (BGSU),Matt Eveland (OSU)
11/7/2015,2016,0,3228,0:26:07,0,,0,Arizona State University,90,Crimson Elite,100,20,0,1,0,0,0,0,0:26:07,chris lock,ty rush
11/7/2015,2016,0,3229,0:20:13,0,,0,Arizona State University,200,Crimson Fliers,10,160,1,0,0,0,0,0,0:20:13,Chris Seto,Dan Byers
11/7/2015,2016,0,3230,0:18:20,0,,0,Los Angeles Gambits,120,Crimson Fliers,40,110,0,1,0,0,0,0,0:18:20,Chris Lock,Andrew Hosking
11/7/2015,2016,0,3231,0:23:28,0,,0,The Long Beach Funky Quaffles,120,Crimson Fliers,30,120,0,1,0,0,0,0,0:23:28,Joshua Yost,Jack Bass
11/7/2015,2016,1,3232,0:18:21,0,,0,Falcon Warriors Quidditch Club,110,Eastern Michigan Quidditch,30,50,1,0,0,0,0,0,0:18:21,David Hoops (OSU),Sam Rapnicki (MUOH)
11/7/2015,2016,1,3233,0:19:11,0,,0,Michigan Quidditch Team,190,Eastern Michigan Quidditch,10,150,1,0,0,0,0,0,0:19:11,David Wilber (LEM),David Hoops (OSU)
11/7/2015,2016,1,3234,0:24:14,0,,0,Ohio University Quidditch Club,190,Eastern Michigan Quidditch,30,130,1,0,0,0,0,0,0:24:14,Andrew McGregor,Chris Champitto
11/7/2015,2016,1,3235,0:24:32,0,,0,Boston University Quidditch,160,Emerson College Quidditch,80,110,0,1,0,0,0,0,0:24:32,Greg Bento,Devon Ramsey
11/7/2015,2016,1,3236,0:21:30,0,,0,Boston University Quidditch,130,Emerson College Quidditch,70,90,0,1,0,0,0,0,0:21:30,Greg Bento,Matt Cardarelli
11/7/2015,2016,1,3237,0:25:23,0,,0,Boston University Quidditch,210,Emerson College Quidditch,50,130,1,0,0,0,0,0,0:25:23,Jayke Archibald,Devon Ramsey
11/7/2015,2016,1,3238,0:18:32,0,,0,Michigan Quidditch Team,210,Falcon Warriors Quidditch Club,10,170,1,0,0,0,0,0,0:18:32,Ryan Sparks (LET),Nick Darby (OSU)
11/7/2015,2016,1,3239,0:18:24,0,,0,Ohio University Quidditch Club,120,Falcon Warriors Quidditch Club,20,70,1,0,0,0,0,0,0:18:24,Dylan Meyer,Chris Champitto
11/7/2015,2016,0,3240,0:19:58,0,,0,Loyola University New Orleans,20,Florida's Finest,180,-130,0,1,0,0,0,0,0:19:58,Brian Nackasha,
11/7/2015,2016,0,3241,0:23:03,0,,0,University of South Carolina,60,Florida's Finest,220,-190,1,0,0,0,0,0,0:23:03,Brian Nackasha,Austin Lillis
11/7/2015,2016,1,3242,0:19:37,0,,0,Ball State Cardinals,190,Grand Valley Quidditch,50,110,1,0,0,0,0,0,0:19:37,Daniel Daugherty (BGSU),Matt Eveland (OSU)
11/7/2015,2016,1,3243,0:29:00,0,,0,Central Michigan Quidditch,180,Grand Valley Quidditch,110,40,1,0,0,0,0,0,0:29:00,Daniel Daugherty (BGSU),Samuel Roitblat (BGSU)
11/7/2015,2016,1,3244,0:22:36,0,,0,Marquette University Quidditch,150,Illinois State University Firebirds,60,60,1,0,0,0,0,0,0:22:36,Shapiro,Jimmy
11/7/2015,2016,1,3245,0:19:19,0,,0,Eastern Michigan Quidditch,50,Indiana University Quidditch,80,0,0,1,0,0,0,0,0:19:19,Alex Scheer (LET),Ryan Scott (OUQC)
11/7/2015,2016,1,3246,0:19:46,0,,0,Falcon Warriors Quidditch Club,50,Indiana University Quidditch,110,-30,0,1,0,0,0,0,0:19:46,Laura Ivy (WOO),Matt Eveland (OSU)
11/7/2015,2016,1,3247,0:18:34,0,,0,Michigan Quidditch Team,180,Indiana University Quidditch,30,120,1,0,0,0,0,0,0:18:34,Ryan Sparks (LET),Caleb Baird (EMU)
11/7/2015,2016,1,3248,0:18:11,0,,0,Ohio University Quidditch Club,120,Indiana University Quidditch,40,50,1,0,0,0,0,0,0:18:11,Chris LeCompte (WOO),Tim Jones (OSU)
11/7/2015,2016,1,3249,0:18:26,0,,0,Marquette University Quidditch,110,Iowa State Quidditch,10,70,1,0,0,0,0,0,0:18:26,quattlebaum,Zak
11/7/2015,2016,1,3250,0:21:20,0,,0,Mizzou Quidditch,180,Iowa State Quidditch,20,130,1,0,0,0,0,0,0:21:20,Powers,Arwey
11/7/2015,2016,1,3251,0:18:51,0,,0,Ball State Cardinals,110,Lake Effect Maelstrom,80,0,1,0,0,0,0,0,0:18:51,Dylan Meyer,Chris Champitto
11/7/2015,2016,1,3252,0:29:23,0,,0,Central Michigan Quidditch,100,Lake Effect Maelstrom,170,-100,1,0,0,0,0,0,0:29:23,David Hoops (OSU),Dylan Schepers (MQ)
11/7/2015,2016,1,3253,0:19:35,0,,0,Grand Valley Quidditch,50,Lake Effect Maelstrom,200,-120,0,1,0,0,0,0,0:19:35,Andrew McGregor,Nick Darby (OSU)
11/7/2015,2016,1,3254,0:22:13,0,,0,Quidditch Club of Pittsburgh,80,Lake Effect Maelstrom,120,-70,1,0,0,0,0,0,0:22:13,Dylan Meyer,Sam Rapnicki (MUOH)
11/7/2015,2016,1,3255,0:22:22,1,0:03:21,0,Miami University,90,Lake Effect Tempest,110,40,0,1,0,1,0,0,0:22:22,Andrew McGregor,Rick Wasser (MQ)
11/7/2015,2016,1,3256,0:18:48,0,,0,Ohio State Quidditch,100,Lake Effect Tempest,40,30,1,0,0,0,0,0,0:18:48,Chris LeCompte (WOO),Dylan Schepers (MQ)
11/7/2015,2016,1,3257,0:18:44,0,,0,Toledo Quidditch,40,Lake Effect Tempest,170,-100,0,1,0,0,0,0,0:18:44,Laura Ivy (WOO),Caleb Baird (EMU)
11/7/2015,2016,1,3258,0:22:56,0,,0,University of Southern Indiana Quidditch,70,Lake Effect Tempest,130,-30,0,1,0,0,0,0,0:22:56,Andrew McGregor,Rick Wasser (MQ)
11/7/2015,2016,0,3259,0:19:49,1,0:03:00,0,Arizona State University,150,Los Angeles Gambits,120,-30,1,0,1,0,0,0,0:19:49,Chris Lock,Landon Blackburn
11/7/2015,2016,0,3260,0:27:49,0,,0,Crimson Elite,50,Los Angeles Gambits,150,-70,0,1,0,0,0,0,0:27:49,caleb ragatz,dan byers
11/7/2015,2016,0,3261,0:23:09,0,,0,The Long Beach Funky Quaffles,90,Los Angeles Gambits,170,-110,1,0,0,0,0,0,0:23:09,Bryan Mugge,Jack Bass
11/7/2015,2016,0,3262,0:32:30,0,,0,The Lost Boys,70,Los Angeles Gambits,140,-40,0,1,0,0,0,0,0:32:30,Dan Hanson,Dan Byers
11/7/2015,2016,0,3263,0:22:59,0,,0,Wizards of Westwood,40,Los Angeles Gambits,150,-80,0,1,0,0,0,0,0:22:59,Caleb Ragatz,Dan Byers
11/7/2015,2016,1,3264,0:24:43,0,,0,Illinois State University Firebirds,220,Loyola University Chicago,60,190,0,1,0,0,0,0,0:24:43,Shapiro,meier
11/7/2015,2016,1,3265,0:20:00,0,,0,Marquette University Quidditch,150,Loyola University Chicago,10,110,1,0,0,0,0,0,0:20:00,Shapiro,Warren
11/7/2015,2016,1,3266,0:18:15,0,,0,Minnesota Quidditch,140,Loyola University Chicago,20,90,1,0,0,0,0,0,0:18:15,Siwek,Febus
11/7/2015,2016,1,3267,0:19:29,0,,0,TC FROST,180,Loyola University Chicago,0,150,1,0,0,0,0,0,0:19:29,Shaprio,Febus
11/7/2015,2016,0,3268,0:18:37,0,,0,Florida's Finest,80,Loyola University New Orleans,30,20,1,0,0,0,0,0,0:18:37,Brian Nackasha,DJ Goodman
11/7/2015,2016,0,3269,0:18:56,0,,0,RCQC,40,Loyola University New Orleans,110,-100,1,0,0,0,0,0,0:18:56,Richard Crumrine,Eric Pagoada
11/7/2015,2016,0,3270,0:18:42,0,,0,University of South Carolina,110,Loyola University New Orleans,90,-10,1,0,0,0,0,0,0:18:42,Brian Nackasha,Zenas Perdomo
11/7/2015,2016,1,3271,0:24:32,1,0:04:53,0,Minnesota Quidditch,150,Marquette University Quidditch,160,-10,1,0,0,1,0,0,0:24:32,Alec Powers,Jeff Siwek
11/7/2015,2016,1,3272,0:23:21,0,,0,Mizzou Quidditch,50,Marquette University Quidditch,170,-150,1,0,0,0,0,0,0:23:21,Powers,Bessans
11/7/2015,2016,1,3273,0:18:32,0,,0,Bowling Green State University,150,Michigan State Quidditch,60,60,1,0,0,0,0,0,0:18:32,Dylan Meyer,Victor Randazzo (EMU)
11/7/2015,2016,1,3274,0:18:28,0,,0,Illinois State University Firebirds,90,Minnesota Nice Quidditch Club,60,0,1,0,0,0,0,0,0:18:28,quattlebaum,Fox
11/7/2015,2016,1,3275,0:24:56,0,,0,Iowa State Quidditch,90,Minnesota Nice Quidditch Club,110,-50,1,0,0,0,0,0,0:24:56,Siwek,Noble
11/7/2015,2016,1,3276,0:30:33,0,,0,Marquette University Quidditch,120,Minnesota Nice Quidditch Club,40,50,1,0,0,0,0,0,0:30:33,Quattlebaum,Wensman
11/7/2015,2016,1,3277,0:19:57,0,,0,Illinois State University Firebirds,50,Minnesota Quidditch,90,-10,0,1,0,0,0,0,0:19:57,Shapiro,Noble
11/7/2015,2016,1,3278,0:18:22,0,,0,Iowa State Quidditch,50,Minnesota Quidditch,150,-130,1,0,0,0,0,0,0:18:22,Siwek,Panno
11/7/2015,2016,1,3279,0:22:52,0,,0,Minnesota Nice Quidditch Club,80,Mizzou Quidditch,150,-100,1,0,0,0,0,0,0:22:52,Powers,Awrey
11/7/2015,2016,1,3280,0:19:25,0,,0,Minnesota Quidditch,100,Mizzou Quidditch,60,10,1,0,0,0,0,0,0:19:25,Powers,Narveson
11/7/2015,2016,0,3281,0:20:56,0,,0,Arizona State University,80,Northern Arizona University Narwhals,50,0,1,0,0,0,0,0,0:20:56,joshua yost,alexander
11/7/2015,2016,0,3282,0:19:26,0,,0,Provo Quidditch,40,Northern Arizona University Narwhals,100,-30,0,1,0,0,0,0,0:19:26,Brentlee Cass,Jessie Slepicka
11/7/2015,2016,0,3283,0:18:52,0,,0,University of California Los Angeles,110,Northern Arizona University Narwhals,50,30,1,0,0,0,0,0,0:18:52,Dan Hanson,Garrett Elmy
11/7/2015,2016,0,3284,0:21:31,0,,0,University of Northern Colorado,60,Northern Arizona University Narwhals,180,-90,0,1,0,0,0,0,0:21:31,Julia Thomas,Anthony Hawkins
11/7/2015,2016,1,3285,0:22:23,0,,0,Miami University,100,Ohio State Quidditch,80,-10,1,0,0,0,0,0,0:22:23,Dylan Meyer,Chris Champitto
11/7/2015,2016,1,3286,0:24:29,0,,0,University of Southern Indiana Quidditch,30,Ohio State Quidditch,210,-150,0,1,0,0,0,0,0:24:29,Dylan Meyer,Ryan Scott (OUQC)
11/7/2015,2016,1,3287,0:19:56,0,,0,Michigan Quidditch Team,180,Ohio University Quidditch Club,10,200,0,1,0,0,0,0,0:19:56,Rebecca Bennett (CeMU),David Hoops (OSU)
11/7/2015,2016,1,3288,0:18:44,0,,0,Ball State Cardinals,150,Quidditch Club of Pittsburgh,50,70,1,0,0,0,0,0,0:18:44,Alex Scheer (LET),AJ Miller (FW)
11/7/2015,2016,1,3289,0:18:44,0,,0,Central Michigan Quidditch,140,Quidditch Club of Pittsburgh,50,60,1,0,0,0,0,0,0:18:44,Laura Ivy (WOO),David Hoops (OSU)
11/7/2015,2016,1,3290,0:20:30,0,,0,Grand Valley Quidditch,80,Quidditch Club of Pittsburgh,130,-80,1,0,0,0,0,0,0:20:30,Daniel Daugherty (BGSU),Samuel Roitblat (BGSU)
11/7/2015,2016,0,3291,0:18:41,0,,0,University of Florida Quidditch,130,RCQC,0,100,1,0,0,0,0,0,0:18:41,Nick Zakoske,Eric Pagoada
11/7/2015,2016,1,3292,0:18:10,0,,0,Illinois State University Firebirds,110,TC FROST,40,40,1,0,0,0,0,0,0:18:10,Shapiro,Boyce
11/7/2015,2016,1,3293,0:19:29,0,,0,Minnesota Quidditch,100,TC FROST,30,40,1,0,0,0,0,0,0:19:29,siwek,Noble
11/7/2015,2016,1,3294,0:18:55,0,,0,Mizzou Quidditch,100,TC FROST,30,40,1,0,0,0,0,0,0:18:55,Powers,Szwanos
11/7/2015,2016,0,3295,0:18:23,0,,0,Crimson Elite,80,The Fighting Farmers of Arizona,50,0,1,0,0,0,0,0,0:18:23,Chris Seto,Jackson Berg
11/7/2015,2016,0,3296,0:18:43,0,,0,Sun Devil Quidditch,50,The Fighting Farmers of Arizona,130,-110,1,0,0,0,0,0,0:18:43,Jonathan Sadler - Tested by Sequoia Thomas,Jackson Berg
11/7/2015,2016,0,3297,0:18:45,0,,0,Utah State Quidditch Club,10,The Fighting Farmers of Arizona,100,-60,0,1,0,0,0,0,0:18:45,Kelby Brooks tested by Dan Hanson,Nathan Francois
11/7/2015,2016,0,3298,0:20:15,0,,0,Arizona State University,130,The Long Beach Funky Quaffles,60,40,1,0,0,0,0,0,0:20:15,joshua yost,jack bass
11/7/2015,2016,0,3299,0:18:50,0,,0,Crimson Elite,130,The Long Beach Funky Quaffles,20,80,1,0,0,0,0,0,0:18:50,Brentlee Cass,Nathan Francois
11/7/2015,2016,0,3300,0:18:36,0,,0,Crimson Elite,20,The Lost Boys,90,-40,0,1,0,0,0,0,0:18:36,Caleb Ragatz,Corban Stevens
11/7/2015,2016,0,3301,0:25:55,0,,0,University of Arizona Quidditch,30,The Lost Boys,290,-230,0,1,0,0,0,0,0:25:55,Sean Pretti,Dan Byers
11/7/2015,2016,0,3302,0:19:16,0,,0,Wizards of Westwood,20,The Lost Boys,170,-120,0,1,0,0,0,0,0:19:16,Sequoia Thomas,Zac Lalliss
11/7/2015,2016,1,3303,0:18:53,0,,0,Miami University,240,Toledo Quidditch,10,200,1,0,0,0,0,0,0:18:53,Andrew McGregor,Chris Champitto
11/7/2015,2016,1,3304,0:24:49,0,,0,Ohio State Quidditch,280,Toledo Quidditch,60,250,0,1,0,0,0,0,0:24:49,Dylan Meyer,Samuel Roitblat (BGSU)
11/7/2015,2016,1,3305,0:18:48,0,,0,University of Southern Indiana Quidditch,180,Toledo Quidditch,0,150,1,0,0,0,0,0,0:18:48,Andew McGregor,Ryan Scott (OUQC)
11/7/2015,2016,0,3306,0:26:28,0,,0,Crimson Elite,180,University of Arizona Quidditch,70,80,1,0,0,0,0,0,0:26:28,Joshua Yost,Jarrod Bailey
11/7/2015,2016,0,3307,0:20:44,0,,0,Wizards of Westwood,120,University of Arizona Quidditch,40,50,1,0,0,0,0,0,0:20:44,Julia Thomas,Jacob Bordenave
11/7/2015,2016,0,3308,0:21:11,0,,0,Los Angeles Gambits,160,University of California Los Angeles,20,110,1,0,0,0,0,0,0:21:11,Caleb Ragatz,Dan Byers
11/7/2015,2016,0,3309,0:21:20,0,,0,Provo Quidditch,80,University of California Los Angeles,180,-70,0,1,0,0,0,0,0:21:20,Daniel Martin,Tyler Edman
11/7/2015,2016,0,3310,0:31:34,0,,0,University of Northern Colorado,70,University of California Los Angeles,200,-100,0,1,0,0,0,0,0:31:34,Joshua Yost,Tyler Edman
11/7/2015,2016,0,3311,0:22:09,2,,0,Florida's Finest,130,University of Florida Quidditch,70,30,1,0,0,0,0,0,0:22:09,Brian Nackasha,Etefia
11/7/2015,2016,0,3312,0:29:04,0,,0,University of South Carolina,100,University of Florida Quidditch,150,-80,1,0,0,0,0,0,0:29:04,Sean Pagoada,Kenny Stowe
11/7/2015,2016,0,3313,0:18:30,0,,0,Provo Quidditch,90,University of Northern Colorado,70,50,0,1,0,0,0,0,0:18:30,Caleb Ragatz,Corban Stevens
11/7/2015,2016,0,3314,0:19:31,1,,0,Sun Devil Quidditch,50,University of Southern California,90,-10,0,1,0,0,0,0,0:19:31,Jonathan Sadler - Tested by Sequoia Thomas,Dan Byers
11/7/2015,2016,0,3315,0:21:10,0,,0,The Fighting Farmers of Arizona,110,University of Southern California,50,90,0,1,0,0,0,0,0:21:10,Bryan Mugge,Nathan Francois
11/7/2015,2016,0,3316,0:18:50,0,,0,Utah State Quidditch Club,120,University of Southern California,30,60,1,0,0,0,0,0,0:18:50,Chris Seto,Dan Byers
11/7/2015,2016,0,3317,0:21:23,0,,0,Miami University,230,University of Southern Indiana Quidditch,50,150,1,0,0,0,0,0,0:21:23,Dylan Meyer,Caleb Baird (EMU)
11/7/2015,2016,0,3318,0:18:28,0,,0,Provo Quidditch,30,Utah State Quidditch Club,130,-70,0,1,0,0,0,0,0:18:28,Caleb Ragatz,Dan Byers
11/7/2015,2016,0,3319,0:18:14,0,,0,Sun Devil Quidditch,30,Utah State Quidditch Club,170,-170,1,0,0,0,0,0,0:18:14,Dan Hanson,Alex Rivera
11/7/2015,2016,0,3320,0:18:12,0,,0,The Lost Boys,110,Utah State Quidditch Club,20,60,1,0,0,0,0,0,0:18:12,Chris Lock,Ty Qush
11/7/2015,2016,0,3321,0:22:00,0,,0,Crimson Elite,150,Wizards of Westwood,20,100,1,0,0,0,0,0,0:22:00,Caleb Ragatz,Corban Stevens
11/7/2015,2016,1,3322,0:18:24,0,,0,Bowling Green State University,80,Wooster Scottish Nationals,30,80,0,1,0,0,0,0,0:18:24,Katrina Bynum,Matt Eveland (OSU)
11/7/2015,2016,1,3323,0:19:43,0,,0,Michigan State Quidditch,130,Wooster Scottish Nationals,50,50,1,0,0,0,0,0,0:19:43,David Wilber (LEM),Alexander Matheny (LET)
11/8/2015,2016,1,3324,0:19:27,0,,0,Falcon Warriors Quidditch Club,10,Bowling Green State University,170,-130,0,1,0,0,0,0,0:19:27,Chris LeCompte,Chris Champitto
11/8/2015,2016,1,3325,0:22:38,0,,0,Lake Effect Maelstrom,70,Bowling Green State University,120,-20,0,1,0,0,0,0,0:22:38,David Hoops,Unknown
11/8/2015,2016,1,3326,0:20:35,0,,0,Michigan Quidditch Team,110,Bowling Green State University,70,10,1,0,0,0,0,0,0:20:35,Alex Scheer,Ryan Scott
11/8/2015,2016,1,3327,0:21:27,0,,0,Ohio University Quidditch Club,0,Bowling Green State University,190,-160,0,1,0,0,0,0,0:21:27,Laura Ivy,Matt Eveland
11/8/2015,2016,1,3328,0:27:14,0,,0,Lake Effect Tempest,270,Carnegie Mellon Quidditch Club,30,210,1,0,0,0,0,0,0:27:14,Dylan Meyer,Unknown
11/8/2015,2016,1,3329,0:18:20,0,,0,Michigan Quidditch Team,230,Carnegie Mellon Quidditch Club,20,180,1,0,0,0,0,0,0:18:20,Andrew McGregor,Matt Eveland (OSU)
11/8/2015,2016,1,3330,0:21:42,0,,0,Falcon Warriors Quidditch Club,40,Central Michigan Quidditch,140,-70,0,1,0,0,0,0,0:21:42,Andrew McGregor,Nick Darby
11/8/2015,2016,1,3331,0:21:46,0,,0,Indiana University Quidditch,40,Central Michigan Quidditch,120,-50,0,1,0,0,0,0,0:21:46,Daniel Daugherty,Ryan Scott
11/8/2015,2016,1,3332,0:18:37,0,,0,Ohio University Quidditch Club,110,Central Michigan Quidditch,70,10,1,0,0,0,0,0,0:18:37,Dylan Meyer,Chris Champitto
11/8/2015,2016,1,3333,0:19:48,0,,0,Wooster Scottish Nationals,60,Central Michigan Quidditch,130,-40,0,1,0,0,0,0,0:19:48,David Hoops,Ryan Scott
11/8/2015,2016,1,3334,0:24:17,1,0:01:33,0,Lake Effect Tempest,100,Indiana University Quidditch,130,-30,1,0,0,1,0,0,0:24:17,Dylan Meyer,Nick Darby
11/8/2015,2016,1,3335,0:18:56,0,,0,Miami University,130,Indiana University Quidditch,20,80,1,0,0,0,0,0,0:18:56,Andrew McGregor,Dylan Schepers
11/8/2015,2016,1,3336,0:19:28,0,,0,Quidditch Club of Pittsburgh,90,Indiana University Quidditch,100,20,0,1,0,0,0,0,0:19:28,David Hoops,Unknown
11/8/2015,2016,1,3337,0:19:06,0,,0,Ball State Cardinals,30,Lake Effect Maelstrom,130,-70,0,1,0,0,0,0,0:19:06,David Hoops,Unknown
11/8/2015,2016,1,3338,0:18:53,0,,0,Wooster Scottish Nationals,70,Lake Effect Maelstrom,180,-80,0,1,0,0,0,0,0:18:53,David Hoops,Alex Buening
11/8/2015,2016,1,3339,0:18:44,0,,0,Lake Effect Tempest,70,Michigan State Quidditch,110,-10,0,1,0,0,0,0,0:18:44,Daniel Daugherty,Tim Jones
11/8/2015,2016,1,3340,0:20:43,0,,0,Michigan Quidditch Team,190,Michigan State Quidditch,70,90,1,0,0,0,0,0,0:20:43,Dylan Meyer,Ryan Sparks
11/8/2015,2016,1,3341,0:18:19,0,,0,Miami University,50,Ohio State Quidditch,100,-20,0,1,0,0,0,0,0:18:19,Alex Scheer,Alex Matheny
11/8/2015,2016,1,3342,0:18:30,0,,0,Michigan Quidditch Team,120,Ohio State Quidditch,60,90,0,1,0,0,0,0,0:18:30,Alex Scheer,Ryan Sparks
11/8/2015,2016,1,3343,0:26:53,0,,0,Quidditch Club of Pittsburgh,40,Ohio State Quidditch,140,-70,0,1,0,0,0,0,0:26:53,Ryan Sparks,Anatoli Gunning
11/8/2015,2016,1,3344,0:18:11,0,,0,Ball State Cardinals,190,University of Southern Indiana Quidditch,0,160,1,0,0,0,0,0,0:18:11,Laura Ivy,David Hoops
11/8/2015,2016,1,3345,0:25:25,0,,0,Wooster Scottish Nationals,130,University of Southern Indiana Quidditch,50,110,0,1,0,0,0,0,0:25:25,Daniel Daugherty,Ryan Scott
11/14/2015,2016,0,3346,0:18:15,0,,0,Gulf Coast Gumbeaux,160,Austin Quidditch,80,50,1,0,0,0,0,0,0:18:15,SEAN TOWNSEND (FT),THOMAS
11/14/2015,2016,0,3347,0:18:49,0,,0,Lone Star Quidditch Club,180,Austin Quidditch,50,160,0,1,0,0,0,0,0:18:49,HAYDEN APPLEBEE,TAD WALTERS
11/14/2015,2016,0,3348,0:25:22,0,,0,SHSU Quidditch,160,Austin Quidditch,40,90,1,0,0,0,0,0,0:25:22,PAXTON CASEY,CRAIG GARRISON
11/14/2015,2016,0,3349,0:19:32,0,,0,University of North Texas,10,Austin Quidditch,230,-190,0,1,0,0,0,0,0:19:32,VINCENT BERRIOS,ZACH MARES
11/14/2015,2016,0,3350,0:30:39,0,,0,Stanford Quidditch,90,Cal Quidditch,150,-90,1,0,0,0,0,0,0:30:39,Ra Hopkins,Sean Booker
