"","team.name","team.age","elo","elo.seasonstart","team.provelo","X9.24.2016","X9.25.2016","X10.1.2016","X10.8.2016","X10.9.2016","X10.15.2016","X10.22.2016","X10.23.2016","X10.29.2016","X10.30.2016","X11.5.2016","X11.6.2016","X11.12.2016","X11.13.2016","X11.19.2016","X11.20.2016","X12.3.2016","X1.14.2017","X1.21.2017","X1.28.2017","X2.4.2017","X2.11.2017","X2.12.2017","X2.18.2017","X2.19.2017","X2.25.2017","X2.26.2017","X3.4.2017","X3.5.2017","X3.11.2017","X3.18.2017","X3.25.2017","X3.26.2017","X4.8.2017","X4.9.2017"
"11","Grove City Legion of Broom",2014,1144.35383033162,1244.82409020331,9987.95241861277,1274.33338364298,1274.33338364298,1274.33338364298,1274.33338364298,1274.33338364298,1192.49348113636,1192.49348113636,1192.49348113636,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162,1144.35383033162
"12","Northern Arizona University Narwhals",2014,1212.83681445085,1593.46695065737,16206.9291197902,1584.98156923625,1584.98156923625,1584.98156923625,1580.19453940658,1580.19453940658,1580.19453940658,1580.19453940658,1580.19453940658,1580.19453940658,1580.19453940658,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1601.93432689856,1616.47571534577,1554.70053591737,1554.70053591737,1554.70053591737,1554.70053591737,1554.70053591737,1330.9886364447,1212.83681445085,1212.83681445085,1212.83681445085
"13","Crimson Elite",2015,1754.03677773411,1718.32348711561,12321.1296684671,1813.22892914757,1813.22892914757,1813.22892914757,1801.71428759313,1801.71428759313,1801.71428759313,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1792.35525251374,1785.98307059443,1785.98307059443,1785.98307059443,1785.98307059443,1785.98307059443,1785.98307059443,1785.98307059443,1785.98307059443,1778.084783364,1777.51006978602,1777.51006978602,1777.51006978602,1777.51006978602,1777.51006978602,1777.51006978602,1777.51006978602,1792.35975860645,1754.03677773411
"14","Mile High Quidditch Club",2017,1456.40502293725,1500,5825.62009174901,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725,1456.40502293725
"15","Boise State Abraxans",2014,1850.82689501699,1809.26774162013,7209.8860653935,1749.60317614579,1749.60317614579,1749.60317614579,1807.62399942447,1807.62399942447,1807.62399942447,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1899.29608323521,1889.85182132162,1889.85182132162,1889.85182132162,1889.85182132162,1889.85182132162,1889.85182132162,1850.82689501699,1850.82689501699
"16","Crimson Fliers",2016,1183.4264085288,1185.71636076252,9586.83083302658,1161.45347057283,1161.45347057283,1161.45347057283,1157.4292349444,1157.4292349444,1157.4292349444,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1297.46136433188,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288,1183.4264085288
"17","Provo Quidditch",2016,1467.45377034954,1465.9445518984,12093.1673714692,1430.17738102597,1430.17738102597,1430.17738102597,1392.26889922514,1392.26889922514,1392.26889922514,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1396.95592352472,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1282.91928283257,1467.45377034954,1467.45377034954,1467.45377034954,1467.45377034954,1467.45377034954,1467.45377034954,1467.45377034954,1467.45377034954
"18","Utah State Quidditch Club",2015,1670.45854054032,1621.26037092535,11288.1580482259,1695.96397117654,1695.96397117654,1695.96397117654,1691.39050688157,1691.39050688157,1691.39050688157,1739.90793587848,1739.90793587848,1739.90793587848,1739.90793587848,1739.90793587848,1739.90793587848,1698.51237024866,1698.51237024866,1698.51237024866,1698.51237024866,1698.51237024866,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1770.14573998972,1823.52362123246,1823.52362123246,1823.52362123246,1823.52362123246,1823.52362123246,1823.52362123246,1670.45854054032,1670.45854054032
"19","Florida Gulf Coast Quidditch",2014,1486.65629465742,1497.42953247373,12142.3936435107,1535.87745817782,1535.87745817782,1535.87745817782,1535.87745817782,1535.87745817782,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742,1486.65629465742
"20","Florida's Finest",2014,2026.06917777829,1755.27406422733,15585.5762186242,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1755.27406422733,1770.3649498474,1770.3649498474,1770.3649498474,1828.51578642311,1920.66270395503,1920.66270395503,1920.66270395503,1920.66270395503,1920.66270395503,1920.66270395503,1920.66270395503,1986.89131840952,1986.89131840952,1986.89131840952,1986.89131840952,2034.27814904939,2026.06917777829
"21","Boston University Quidditch",2014,1719.26699477054,1709.56105923566,14634.7281068788,1748.13011589704,1748.13011589704,1748.13011589704,1828.73132549289,1828.73132549289,1863.74588917134,1863.74588917134,1863.74588917134,1891.10708283888,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1824.03337500269,1842.38117906636,1842.38117906636,1719.26699477054,1719.26699477054
"22","Lock Haven University Quidditch",2014,1383.41597787095,1560.1563487137,9442.03039643773,1560.1563487137,1554.4465292612,1554.4465292612,1432.38294597252,1432.38294597252,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1601.31547382254,1572.89164467395,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1493.12152540638,1422.59174228834,1422.59174228834,1422.59174228834,1422.59174228834,1383.41597787095,1383.41597787095,1383.41597787095,1383.41597787095
"23","The Warriors",2015,1876.70130810801,1748.67489424074,11963.4187371365,1748.67489424074,1861.10276416642,1861.10276416642,1861.10276416642,1861.10276416642,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1888.28881739987,1875.01759293179,1950.74268219649,1950.74268219649,1950.74268219649,1950.74268219649,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1906.35785102704,1949.52385471953,1876.70130810801
"24","Philadelphia Honey Badgers",2014,1537.42147560683,1575.86795514102,8722.83236989361,1575.86795514102,1619.35020236678,1619.35020236678,1634.05853794997,1634.05853794997,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1658.54378624254,1673.33341505437,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1590.13847727281,1593.21629136275,1593.21629136275,1593.21629136275,1593.21629136275,1580.02471671594,1537.42147560683,1537.42147560683,1537.42147560683
"25","Stockton University Ospreys",2016,1220.83687122727,1217.79169602678,8230.10054843707,1217.79169602678,1177.14703038026,1177.14703038026,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1127.98779188777,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1083.322802908,1072.61871691556,1072.61871691556,1072.61871691556,1072.61871691556,1220.83687122727,1220.83687122727,1220.83687122727,1220.83687122727
"26","Villanova Community Quidditch",2014,1344.38700669825,1491.39812889808,10010.7272659261,1491.39812889808,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1381.84249684566,1353.15695379994,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825,1344.38700669825
"27","Syracuse Snare Quidditch Club",2017,1271.89840329696,1500,11113.8564761446,1500,1409.15241624884,1409.15241624884,1389.23205951808,1389.23205951808,1389.23205951808,1389.23205951808,1389.23205951808,1472.76096535856,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1409.90991753131,1275.90470729062,1271.89840329696,1271.89840329696,1271.89840329696
